"","ensembl_gene_id","mgi_symbol"
"623","ENSMUSG00000085228","Gm14376"
"624","ENSMUSG00000007892","Rplp1"
"625","ENSMUSG00000017774","Myo1c"
"626","ENSMUSG00000032440","Tgfbr2"
"627","ENSMUSG00000000402","Egfl6"
"628","ENSMUSG00000017221","Psmd3"
"629","ENSMUSG00000087677","Gm15226"
"630","ENSMUSG00000086860","Gm1720"
"631","ENSMUSG00000085955","Gm12356"
"632","ENSMUSG00000079434","Neu2"
"633","ENSMUSG00000067147","Rpl7a-ps11"
"634","ENSMUSG00000084920","Gm15230"
"635","ENSMUSG00000082019","Gm15231"
"636","ENSMUSG00000090994","Gm6153"
"637","ENSMUSG00000031312","Itgb1bp2"
"638","ENSMUSG00000082360","Gm8814"
"639","ENSMUSG00000026259","Ngef"
"640","ENSMUSG00000025155","Dus1l"
"641","ENSMUSG00000086008","Gm8817"
"642","ENSMUSG00000084806","Gm15232"
"643","ENSMUSG00000087340","Gm15228"
"644","ENSMUSG00000038067","Csf3"
"645","ENSMUSG00000083897","Gm14843"
"646","ENSMUSG00000081674","Gm6184"
"647","ENSMUSG00000091123","Gm17181"
"648","ENSMUSG00000032254","Kif23"
"649","ENSMUSG00000055707","Klhl26"
"650","ENSMUSG00000037519","Ppfia1"
"651","ENSMUSG00000049775","Tmsb4x"
"652","ENSMUSG00000025153","Fasn"
"653","ENSMUSG00000040522","Tlr8"
"654","ENSMUSG00000079669","Gm17396"
"655","ENSMUSG00000039607","Rbms3"
"656","ENSMUSG00000044583","Tlr7"
"657","ENSMUSG00000058420","Syt17"
"658","ENSMUSG00000038252","Ncapd2"
"659","ENSMUSG00000017210","Med24"
"660","ENSMUSG00000043019","Edem3"
"661","ENSMUSG00000061390","Gm7866"
"662","ENSMUSG00000020224","Llph"
"663","ENSMUSG00000090147","Gm3329"
"664","ENSMUSG00000024640","Psat1"
"665","ENSMUSG00000048445","Ccdc57"
"666","ENSMUSG00000020752","Recql5"
"667","ENSMUSG00000087638","Gm11773"
"668","ENSMUSG00000027957","Slc35a3"
"669","ENSMUSG00000025161","Slc16a3"
"670","ENSMUSG00000031314","Taf1"
"671","ENSMUSG00000034427","Myo15b"
"672","ENSMUSG00000089911","Mfsd14a"
"673","ENSMUSG00000003847","Nfat5"
"674","ENSMUSG00000087072","Recql5os1"
"675","ENSMUSG00000048442","Smim5"
"676","ENSMUSG00000020755","Sap30bp"
"677","ENSMUSG00000087064","Sap30bpos"
"678","ENSMUSG00000075420","Smim6"
"679","ENSMUSG00000085028","Slc2a4rg-ps"
"680","ENSMUSG00000031077","Fadd"
"681","ENSMUSG00000073778","Faddos"
"682","ENSMUSG00000027298","Tyro3"
"683","ENSMUSG00000025162","Csnk1d"
"684","ENSMUSG00000004151","Etv1"
"685","ENSMUSG00000086258","Gm15239"
"686","ENSMUSG00000025742","Prps2"
"687","ENSMUSG00000027583","Zbtb46"
"688","ENSMUSG00000081686","Gm11774"
"689","ENSMUSG00000095115","Itpripl2"
"690","ENSMUSG00000086835","Gm11775"
"691","ENSMUSG00000025163","Cd7"
"692","ENSMUSG00000032278","Paqr5"
"693","ENSMUSG00000081216","Gm6744"
"694","ENSMUSG00000039364","Sectm1b"
"695","ENSMUSG00000055882","Abhd16b"
"696","ENSMUSG00000002486","Tchp"
"697","ENSMUSG00000092504","Gm20396"
"698","ENSMUSG00000092184","Gm18489"
"699","ENSMUSG00000092516","Gm20397"
"700","ENSMUSG00000074652","Myh7b"
"701","ENSMUSG00000038324","Trpc4ap"
"702","ENSMUSG00000038646","Fam103a1"
"703","ENSMUSG00000097240","Gm26614"
"704","ENSMUSG00000032443","Zcwpw2"
"705","ENSMUSG00000084378","Gm15238"
"706","ENSMUSG00000083611","Gm8832"
"707","ENSMUSG00000084180","Gm15237"
"708","ENSMUSG00000049176","Frmpd4"
"709","ENSMUSG00000035964","Tmem59l"
"710","ENSMUSG00000082915","Gm15240"
"711","ENSMUSG00000084014","Gm7209"
"712","ENSMUSG00000032252","Glce"
"713","ENSMUSG00000046846","Spesp1"
"714","ENSMUSG00000039163","Cmc1"
"715","ENSMUSG00000039285","Azi2"
"716","ENSMUSG00000097402","Gm17399"
"717","ENSMUSG00000031358","Msl3"
"718","ENSMUSG00000098161","Platr11"
"719","ENSMUSG00000031075","Ano1"
"720","ENSMUSG00000032446","Eomes"
"721","ENSMUSG00000000827","Tpd52l2"
"722","ENSMUSG00000038535","Zfp280d"
"723","ENSMUSG00000020889","Nr1d1"
"724","ENSMUSG00000038708","Golga4"
"725","ENSMUSG00000058756","Thra"
"726","ENSMUSG00000081500","Gm15233"
"727","ENSMUSG00000032249","Anp32a"
"728","ENSMUSG00000032114","Slc37a4"
"729","ENSMUSG00000097211","BC065403"
"730","ENSMUSG00000087041","Gm16295"
"731","ENSMUSG00000047409","Ctdspl"
"732","ENSMUSG00000025165","Sectm1a"
"733","ENSMUSG00000086119","Gm2415"
"734","ENSMUSG00000039115","Itga9"
"735","ENSMUSG00000078676","Casc3"
"736","ENSMUSG00000083137","Gm11792"
"737","ENSMUSG00000084853","Gm11791"
"738","ENSMUSG00000082510","Gm11793"
"739","ENSMUSG00000075576","Gm12359"
"740","ENSMUSG00000052915","Msl1"
"741","ENSMUSG00000066270","Gm10157"
"742","ENSMUSG00000039337","Tex19.2"
"743","ENSMUSG00000039329","Tex19.1"
"744","ENSMUSG00000031074","Fgf3"
"745","ENSMUSG00000039321","Uts2r"
"746","ENSMUSG00000081835","Gm11790"
"747","ENSMUSG00000031352","Hccs"
"748","ENSMUSG00000038775","Vill"
"749","ENSMUSG00000038312","Edem2"
"750","ENSMUSG00000087201","Gm15261"
"751","ENSMUSG00000031354","Amelx"
"752","ENSMUSG00000050917","Fgf4"
"753","ENSMUSG00000031355","Arhgap6"
"754","ENSMUSG00000010660","Plcd1"
"755","ENSMUSG00000041729","Coro2b"
"756","ENSMUSG00000034160","Ogt"
"757","ENSMUSG00000000826","Dnajc5"
"758","ENSMUSG00000039307","Hexdc"
"759","ENSMUSG00000031073","Fgf15"
"760","ENSMUSG00000096999","Gm26793"
"761","ENSMUSG00000039294","BC017643"
"762","ENSMUSG00000027611","Procr"
"763","ENSMUSG00000032243","Itga11"
"764","ENSMUSG00000010651","Acaa1b"
"765","ENSMUSG00000038060","Dlec1"
"766","ENSMUSG00000081137","BC022960"
"767","ENSMUSG00000087159","Gm15246"
"768","ENSMUSG00000087587","Gm15245"
"769","ENSMUSG00000025169","Ogfod3"
"770","ENSMUSG00000043923","Ccdc84"
"771","ENSMUSG00000032221","Mns1"
"772","ENSMUSG00000009927","Rps25"
"773","ENSMUSG00000032112","Trappc4"
"774","ENSMUSG00000002455","Prpf6"
"775","ENSMUSG00000090626","Tex9"
"776","ENSMUSG00000038605","Samd10"
"777","ENSMUSG00000070348","Ccnd1"
"778","ENSMUSG00000010492","Uckl1os"
"779","ENSMUSG00000036737","Oxsr1"
"780","ENSMUSG00000031072","Oraov1"
"781","ENSMUSG00000089917","Uckl1"
"782","ENSMUSG00000032508","Myd88"
"783","ENSMUSG00000036138","Acaa1a"
"784","ENSMUSG00000000823","Zfp512b"
"785","ENSMUSG00000092212","Slc22a13b-ps"
"786","ENSMUSG00000070280","Slc22a14"
"787","ENSMUSG00000035769","Xylb"
"788","ENSMUSG00000074028","Slc22a13"
"789","ENSMUSG00000000056","Narf"
"790","ENSMUSG00000061393","Acvr2b"
"791","ENSMUSG00000035299","Mid1"
"792","ENSMUSG00000097504","4930516B21Rik"
"793","ENSMUSG00000039275","Foxk2"
"794","ENSMUSG00000042787","Exog"
"795","ENSMUSG00000072844","G530011O06Rik"
"796","ENSMUSG00000086695","Gm15247"
"797","ENSMUSG00000087263","Gm15726"
"798","ENSMUSG00000055357","4933400A11Rik"
"799","ENSMUSG00000025173","Wdr45b"
"800","ENSMUSG00000032244","Fem1b"
"801","ENSMUSG00000025170","Rab40b"
"802","ENSMUSG00000083155","Gm11866"
"803","ENSMUSG00000032511","Scn5a"
"804","ENSMUSG00000039253","Fn3krp"
"805","ENSMUSG00000025175","Fn3k"
"806","ENSMUSG00000034533","Scn10a"
"807","ENSMUSG00000020766","Galk1"
"808","ENSMUSG00000020758","Itgb4"
"809","ENSMUSG00000034115","Scn11a"
"810","ENSMUSG00000097223","Gm2449"
"811","ENSMUSG00000039238","Zfp750"
"812","ENSMUSG00000039230","Tbcd"
"813","ENSMUSG00000046605","B3gntl1"
"814","ENSMUSG00000039208","Metrnl"
"815","ENSMUSG00000085126","Gm12589"
"816","ENSMUSG00000096986","4930509E16Rik"
"817","ENSMUSG00000085970","Gm15643"
"818","ENSMUSG00000039198","Ptchd3"
"819","ENSMUSG00000084401","Gm12586"
"820","ENSMUSG00000086684","Gm12590"
"821","ENSMUSG00000074250","Gm10653"
"822","ENSMUSG00000082947","Gm12587"
"823","ENSMUSG00000082831","Gm12591"
"824","ENSMUSG00000032246","Calml4"
"825","ENSMUSG00000032245","Cln6"
"826","ENSMUSG00000096661","Gm15069"
"827","ENSMUSG00000094276","Gm15068"
"828","ENSMUSG00000032405","Pias1"
"829","ENSMUSG00000032514","Ttc21a"
"830","ENSMUSG00000037674","Rfx7"
"831","ENSMUSG00000032515","Csrnp1"
"832","ENSMUSG00000052336","Cx3cr1"
"833","ENSMUSG00000079243","Xirp1"
"834","ENSMUSG00000032513","Gorasp1"
"835","ENSMUSG00000032512","Wdr48"
"836","ENSMUSG00000022245","Skor1"
"837","ENSMUSG00000032216","Nedd4"
"838","ENSMUSG00000058444","Map2k5"
"839","ENSMUSG00000042262","Ccr8"
"840","ENSMUSG00000016559","H3f3b"
"841","ENSMUSG00000032519","Slc25a38"
"842","ENSMUSG00000036030","Prtg"
"843","ENSMUSG00000032518","Rpsa"
"844","ENSMUSG00000034910","Pygo1"
"845","ENSMUSG00000086539","Gm16759"
"846","ENSMUSG00000037801","Iqch"
"847","ENSMUSG00000032517","Mobp"
"848","ENSMUSG00000032403","2300009A05Rik"
"849","ENSMUSG00000091866","Gm6257"
"850","ENSMUSG00000082356","Gm15565"
"851","ENSMUSG00000083772","Gm15566"
"852","ENSMUSG00000041794","Myrip"
"853","ENSMUSG00000020770","Unk"
"854","ENSMUSG00000006941","Eif1b"
"855","ENSMUSG00000041608","Entpd3"
"856","ENSMUSG00000034563","Ccpg1"
"857","ENSMUSG00000046470","Sox18"
"858","ENSMUSG00000025794","Rpl14"
"859","ENSMUSG00000052658","5830454E08Rik"
"860","ENSMUSG00000089865","Gm44503"
"861","ENSMUSG00000059540","Tcea2"
"862","ENSMUSG00000079469","Pigb"
"863","ENSMUSG00000092192","Dyx1c1"
"864","ENSMUSG00000086158","Ccpg1os"
"865","ENSMUSG00000032202","Rab27a"
"866","ENSMUSG00000057948","Unc13d"
"867","ENSMUSG00000002458","Rgs19"
"868","ENSMUSG00000092622","Khdc3"
"869","ENSMUSG00000032215","Rsl24d1"
"870","ENSMUSG00000092310","Gm20509"
"871","ENSMUSG00000037257","Aagab"
"872","ENSMUSG00000066478","Gm5745"
"873","ENSMUSG00000040936","Ulk4"
"874","ENSMUSG00000034341","Wbp2"
"875","ENSMUSG00000032402","Smad3"
"876","ENSMUSG00000091336","Gm17157"
"877","ENSMUSG00000045794","Lkaaear1"
"878","ENSMUSG00000006932","Ctnnb1"
"879","ENSMUSG00000062151","Unc13c"
"880","ENSMUSG00000036867","Smad6"
"881","ENSMUSG00000044976","Wdr72"
"882","ENSMUSG00000054517","Trim65"
"883","ENSMUSG00000020773","Trim47"
"884","ENSMUSG00000086365","4930593C16Rik"
"885","ENSMUSG00000093616","1700055C04Rik"
"886","ENSMUSG00000093759","Scarletltr"
"887","ENSMUSG00000093662","Gm20649"
"888","ENSMUSG00000027584","Oprl1"
"889","ENSMUSG00000043013","Onecut1"
"890","ENSMUSG00000066477","Gm16551"
"891","ENSMUSG00000032536","Trak1"
"892","ENSMUSG00000034858","Fam214a"
"893","ENSMUSG00000032532","Cck"
"894","ENSMUSG00000007656","Arpp19"
"895","ENSMUSG00000032401","Lctl"
"896","ENSMUSG00000032400","Zwilch"
"897","ENSMUSG00000084995","Lyzl4os"
"898","ENSMUSG00000032530","Lyzl4"
"899","ENSMUSG00000082786","Gm14489"
"900","ENSMUSG00000032528","Vipr1"
"901","ENSMUSG00000020775","Mrpl38"
"902","ENSMUSG00000034593","Myo5a"
"903","ENSMUSG00000061536","Sec22c"
"904","ENSMUSG00000032526","Ss18l2"
"905","ENSMUSG00000090001","Gm9719"
"906","ENSMUSG00000089651","Gm16353"
"907","ENSMUSG00000010505","Myt1"
"908","ENSMUSG00000033590","Myo5c"
"909","ENSMUSG00000097820","E530011L22Rik"
"910","ENSMUSG00000013419","Zfp651"
"911","ENSMUSG00000032525","Nktr"
"912","ENSMUSG00000032192","Gnb5"
"913","ENSMUSG00000042688","Mapk6"
"914","ENSMUSG00000097021","4933433G15Rik"
"915","ENSMUSG00000020776","Fbf1"
"916","ENSMUSG00000042487","Leo1"
"917","ENSMUSG00000058587","Tmod3"
"918","ENSMUSG00000032399","Rpl4"
"919","ENSMUSG00000027589","Pcmtd2"
"920","ENSMUSG00000032186","Tmod2"
"921","ENSMUSG00000032184","Lysmd2"
"922","ENSMUSG00000020778","Ten1"
"923","ENSMUSG00000020777","Acox1"
"924","ENSMUSG00000032181","Scg3"
"925","ENSMUSG00000098232","Gm3671"
"926","ENSMUSG00000032398","Snapc5"
"927","ENSMUSG00000038628","Polr3k"
"928","ENSMUSG00000097836","Gm26903"
"929","ENSMUSG00000035337","Uchl4"
"930","ENSMUSG00000007908","Hmgcll1"
"931","ENSMUSG00000004936","Map2k1"
"932","ENSMUSG00000083397","Gm5466"
"933","ENSMUSG00000032179","Bmp5"
"934","ENSMUSG00000059383","Gfral"
"935","ENSMUSG00000092300","Cdk3-ps"
"936","ENSMUSG00000034282","Evpl"
"937","ENSMUSG00000032360","Hcrtr2"
"938","ENSMUSG00000032397","Tipin"
"939","ENSMUSG00000032358","Fam83b"
"940","ENSMUSG00000020780","Srp68"
"941","ENSMUSG00000032357","Tinag"
"942","ENSMUSG00000032396","Dis3l"
"943","ENSMUSG00000032355","Mlip"
"944","ENSMUSG00000020793","Galr2"
"945","ENSMUSG00000036466","Megf11"
"946","ENSMUSG00000032352","Lrrc1"
"947","ENSMUSG00000020792","Exoc7"
"948","ENSMUSG00000044938","Klhl31"
"949","ENSMUSG00000032350","Gclc"
"950","ENSMUSG00000034227","Foxj1"
"951","ENSMUSG00000032349","Elovl5"
"952","ENSMUSG00000004771","Rab11a"
"953","ENSMUSG00000023333","Gcm1"
"954","ENSMUSG00000081929","Rps11-ps2"
"955","ENSMUSG00000052949","Rnf157"
"956","ENSMUSG00000001366","Fbxo9"
"957","ENSMUSG00000053641","Dennd4a"
"958","ENSMUSG00000009828","Ick"
"959","ENSMUSG00000034452","Slc24a1"
"960","ENSMUSG00000097574","C920006O11Rik"
"961","ENSMUSG00000032348","Gsta4"
"962","ENSMUSG00000034263","Ints14"
"963","ENSMUSG00000074183","Gsta1"
"964","ENSMUSG00000050628","Ubald2"
"965","ENSMUSG00000074179","Gm10639"
"966","ENSMUSG00000033629","Hacd3"
"967","ENSMUSG00000070331","Qrich2"
"968","ENSMUSG00000066463","Omt2a"
"969","ENSMUSG00000086826","Gm11739"
"970","ENSMUSG00000015869","Prpsap1"
"971","ENSMUSG00000090802","Gm8074"
"972","ENSMUSG00000038750","Omt2b"
"973","ENSMUSG00000057933","Gsta2"
"974","ENSMUSG00000032393","Dpp8"
"975","ENSMUSG00000060461","Dppa5a"
"976","ENSMUSG00000081318","Rpl36-ps1"
"977","ENSMUSG00000032346","Ooep"
"978","ENSMUSG00000083032","Gm8087"
"979","ENSMUSG00000070291","Ddx43"
"980","ENSMUSG00000061878","Sphk1"
"981","ENSMUSG00000090724","4930542C12Rik"
"982","ENSMUSG00000032344","Mb21d1"
"983","ENSMUSG00000087052","Gm8093"
"984","ENSMUSG00000032342","Mto1"
"985","ENSMUSG00000037742","Eef1a1"
"986","ENSMUSG00000032816","Igdcc4"
"987","ENSMUSG00000049624","Slc17a5"
"988","ENSMUSG00000032394","Igdcc3"
"989","ENSMUSG00000046186","Cd109"
"990","ENSMUSG00000083314","Gm11742"
"991","ENSMUSG00000020802","Ube2o"
"992","ENSMUSG00000091147","4921509A06Rik"
"993","ENSMUSG00000032392","Parp16"
"994","ENSMUSG00000059422","Gm8116"
"995","ENSMUSG00000095672",""
"996","ENSMUSG00000095755",""
"997","ENSMUSG00000068697","Myoz1"
"998","ENSMUSG00000091561","Gm6665"
"999","ENSMUSG00000091119","Ccdc152"
"1000","ENSMUSG00000041841","Rpl37"
"1001","ENSMUSG00000033960","9430020K01Rik"
"1002","ENSMUSG00000022515","Anks3"
"1003","ENSMUSG00000071540","3425401B19Rik"
"1004","ENSMUSG00000094474",""
"1005","ENSMUSG00000060657","Marf1"
"1006","ENSMUSG00000059898","Dsc3"
"1007","ENSMUSG00000094962","Gm21954"
"1008","ENSMUSG00000040957","Cables1"
"1009","ENSMUSG00000034265","Zdhhc14"
"1010","ENSMUSG00000041471","Fam35a"
"1011","ENSMUSG00000094724","Rnaset2b"
"1012","ENSMUSG00000059481","Plg"
"1013","ENSMUSG00000022871","Fetub"
"1014","ENSMUSG00000056124","B4galt6"
"1015","ENSMUSG00000036225","Kctd1"
"1016","ENSMUSG00000041534","Rbp3"
"1017","ENSMUSG00000046668","Cxxc5"
"1018","ENSMUSG00000041378","Cldn5"
"1019","ENSMUSG00000045094","Arhgef37"
"1020","ENSMUSG00000061808","Ttr"
"1021","ENSMUSG00000023903","Mmp25"
"1022","ENSMUSG00000094211","Gm21789"
"1023","ENSMUSG00000024474","Ik"
"1024","ENSMUSG00000024578","Il17b"
"1025","ENSMUSG00000042895","Abra"
"1026","ENSMUSG00000005873","Reep5"
"1027","ENSMUSG00000041238","Rbbp8"
"1028","ENSMUSG00000033022","Cdo1"
"1029","ENSMUSG00000037780","Mbl1"
"1030","ENSMUSG00000024317","Rnf138"
"1031","ENSMUSG00000050824","Sstr5"
"1032","ENSMUSG00000044172","Ptx4"
"1033","ENSMUSG00000039599","Fam149b"
"1034","ENSMUSG00000037628","Cdkn3"
"1035","ENSMUSG00000033949","Trim36"
"1036","ENSMUSG00000001380","Hars"
"1037","ENSMUSG00000024479","Mal2"
"1038","ENSMUSG00000047259","Mc4r"
"1039","ENSMUSG00000022312","Eif3h"
"1040","ENSMUSG00000007480","Mc5r"
"1041","ENSMUSG00000055114","Anxa13"
"1042","ENSMUSG00000073471","Rsph3a"
"1043","ENSMUSG00000092074","Dynlt1a"
"1044","ENSMUSG00000072575","Eddm3b"
"1045","ENSMUSG00000040775","Gm9772"
"1046","ENSMUSG00000051237","9230109A22Rik"
"1047","ENSMUSG00000033597","Caskin1"
"1048","ENSMUSG00000052026","Slc6a7"
"1049","ENSMUSG00000052928","Ctif"
"1050","ENSMUSG00000073574","Grxcr2"
"1051","ENSMUSG00000023800","Tiam2"
"1052","ENSMUSG00000063011","Msln"
"1053","ENSMUSG00000037119","Fam91a1"
"1054","ENSMUSG00000024556","Me2"
"1055","ENSMUSG00000024261","Syt4"
"1056","ENSMUSG00000009097","Tbx1"
"1057","ENSMUSG00000024027","Glp1r"
"1058","ENSMUSG00000053624","Gykl1"
"1059","ENSMUSG00000023892","Zfp51"
"1060","ENSMUSG00000044982","Sft2d3"
"1061","ENSMUSG00000021876","Rnase4"
"1062","ENSMUSG00000094296","Gm21798"
"1063","ENSMUSG00000024537","Psmg2"
"1064","ENSMUSG00000024538","Ppic"
"1065","ENSMUSG00000039628","Hs3st6"
"1066","ENSMUSG00000095280","Gm21738"
"1067","ENSMUSG00000038071","Npy6r"
"1068","ENSMUSG00000071470","Ccnb1ip1"
"1069","ENSMUSG00000026187","Xrcc5"
"1070","ENSMUSG00000056069","Fam105a"
"1071","ENSMUSG00000024570","Rbfa"
"1072","ENSMUSG00000021820","Camk2g"
"1073","ENSMUSG00000054263","Lifr"
"1074","ENSMUSG00000023387","Kcnk16"
"1075","ENSMUSG00000036299","BC031181"
"1076","ENSMUSG00000094695","Gm21953"
"1077","ENSMUSG00000010376","Nedd8"
"1078","ENSMUSG00000022342","Kcnv1"
"1079","ENSMUSG00000062328","Rpl17"
"1080","ENSMUSG00000096697","Esp23"
"1081","ENSMUSG00000047466","8030462N17Rik"
"1082","ENSMUSG00000022887","Masp1"
"1083","ENSMUSG00000034300","Fam53c"
"1084","ENSMUSG00000037722","Gnpnat1"
"1085","ENSMUSG00000090881","Gm6904"
"1086","ENSMUSG00000024301","Kifc5b"
"1087","ENSMUSG00000024042","Sik1"
"1088","ENSMUSG00000004558","Ndrg2"
"1089","ENSMUSG00000015968","Cacna1d"
"1090","ENSMUSG00000075553","Gm5464"
"1091","ENSMUSG00000024045","Akap8"
"1092","ENSMUSG00000022014","Epsti1"
"1093","ENSMUSG00000023908","Pkmyt1"
"1094","ENSMUSG00000022476","Polr3h"
"1095","ENSMUSG00000036880","Acaa2"
"1096","ENSMUSG00000024271","Elp2"
"1097","ENSMUSG00000002524","Puf60"
"1098","ENSMUSG00000022180","Slc7a8"
"1099","ENSMUSG00000039840","Epg5"
"1100","ENSMUSG00000050350","Gpr18"
"1101","ENSMUSG00000040770","Il25"
"1102","ENSMUSG00000090700","Cyp4f40"
"1103","ENSMUSG00000096144","B020004C17Rik"
"1104","ENSMUSG00000022571","Pycrl"
"1105","ENSMUSG00000079546","Gm11146"
"1106","ENSMUSG00000024125","Sbpl"
"1107","ENSMUSG00000035828","Pim3"
"1108","ENSMUSG00000047293","Gpr15"
"1109","ENSMUSG00000022350","Washc5"
"1110","ENSMUSG00000094018","S100a2"
"1111","ENSMUSG00000049414","Gm5417"
"1112","ENSMUSG00000022996","Wnt10b"
"1113","ENSMUSG00000024349","Tmem173"
"1114","ENSMUSG00000035121","Neil2"
"1115","ENSMUSG00000069136","A130006I12Rik"
"1116","ENSMUSG00000021545","1700067P10Rik"
"1117","ENSMUSG00000022244","Amacr"
"1118","ENSMUSG00000018008","Cyth4"
"1119","ENSMUSG00000022570","Tsta3"
"1120","ENSMUSG00000022464","Slc38a4"
"1121","ENSMUSG00000095407","Tmem200c"
"1122","ENSMUSG00000043091","Tuba1c"
"1123","ENSMUSG00000022227","Mcpt1"
"1124","ENSMUSG00000079834","Tmlhe"
"1125","ENSMUSG00000055216","9430025C20Rik"
"1126","ENSMUSG00000048316","Gm9823"
"1127","ENSMUSG00000023043","Krt18"
"1128","ENSMUSG00000054967","Zfp647"
"1129","ENSMUSG00000022951","Rcan1"
"1130","ENSMUSG00000094035","Ldlrad2"
"1131","ENSMUSG00000024963","Dnajc4"
"1132","ENSMUSG00000042622","Maff"
"1133","ENSMUSG00000041199","Rpusd1"
"1134","ENSMUSG00000052253","Zfp622"
"1135","ENSMUSG00000015437","Gzmb"
"1136","ENSMUSG00000041130","Zfp598"
"1137","ENSMUSG00000024965","Fermt3"
"1138","ENSMUSG00000035842","Ddx11"
"1139","ENSMUSG00000059632","Krtap8-1"
"1140","ENSMUSG00000096596","Gm10591"
"1141","ENSMUSG00000036800","Fam135b"
"1142","ENSMUSG00000021981","Cab39l"
"1143","ENSMUSG00000055872","Gm9985"
"1144","ENSMUSG00000022270","Fam134b"
"1145","ENSMUSG00000024241","Sos1"
"1146","ENSMUSG00000036568","Gltscr1l"
"1147","ENSMUSG00000034820","Cpsf7"
"1148","ENSMUSG00000045316","Fahd1"
"1149","ENSMUSG00000043881","Kbtbd7"
"1150","ENSMUSG00000046962","Zbtb21"
"1151","ENSMUSG00000048281","Dleu7"
"1152","ENSMUSG00000070023","Gm10283"
"1153","ENSMUSG00000040694","Apobec2"
"1154","ENSMUSG00000021423","Ly86"
"1155","ENSMUSG00000021486","Prelid1"
"1156","ENSMUSG00000017831","Rab5a"
"1157","ENSMUSG00000002379","Ndufa11"
"1158","ENSMUSG00000050846","Zfp623"
"1159","ENSMUSG00000047368","Abhd17b"
"1160","ENSMUSG00000022868","Ahsg"
"1161","ENSMUSG00000095092",""
"1162","ENSMUSG00000040820","Hlcs"
"1163","ENSMUSG00000043889","Gm8399"
"1164","ENSMUSG00000045631","Tmprss12"
"1165","ENSMUSG00000049653","Spatc1"
"1166","ENSMUSG00000022231","Sema5a"
"1167","ENSMUSG00000074913","Gm815"
"1168","ENSMUSG00000022844","Pdia5"
"1169","ENSMUSG00000024900","Cpt1a"
"1170","ENSMUSG00000046585","Cfap58"
"1171","ENSMUSG00000022445","Cyp2d26"
"1172","ENSMUSG00000033220","Rac2"
"1173","ENSMUSG00000022454","Nell2"
"1174","ENSMUSG00000032796","Lama1"
"1175","ENSMUSG00000035342","Lzts2"
"1176","ENSMUSG00000057577","Gm10025"
"1177","ENSMUSG00000033730","Egr3"
"1178","ENSMUSG00000035804","Ins1"
"1179","ENSMUSG00000050239","Krtap24-1"
"1180","ENSMUSG00000022263","Trio"
"1181","ENSMUSG00000025035","Arl3"
"1182","ENSMUSG00000036678","Aaas"
"1183","ENSMUSG00000034108","Ccs"
"1184","ENSMUSG00000034041","Lyl1"
"1185","ENSMUSG00000023938","Aars2"
"1186","ENSMUSG00000074715","Ccl28"
"1187","ENSMUSG00000023000","Dhh"
"1188","ENSMUSG00000024943","Smc5"
"1189","ENSMUSG00000022330","Osr2"
"1190","ENSMUSG00000037487","Ubr5"
"1191","ENSMUSG00000055271","9330161L09Rik"
"1192","ENSMUSG00000071273","Gm5145"
"1193","ENSMUSG00000051255","Gm6563"
"1194","ENSMUSG00000033826","Dnah8"
"1195","ENSMUSG00000091785","Rpl29-ps5"
"1196","ENSMUSG00000097854","Gm26602"
"1197","ENSMUSG00000083282","Ctsf"
"1198","ENSMUSG00000000776","Polr3d"
"1199","ENSMUSG00000063576","Klhdc3"
"1200","ENSMUSG00000069117","Gm10260"
"1201","ENSMUSG00000022303","Dcstamp"
"1202","ENSMUSG00000094361","Btbd35f30"
"1203","ENSMUSG00000048544","5930422O12Rik"
"1204","ENSMUSG00000094147","Gm21616"
"1205","ENSMUSG00000095847","Gm5451"
"1206","ENSMUSG00000073179","Gm10478"
"1207","ENSMUSG00000078091","Gm10912"
"1208","ENSMUSG00000092043","Esp6"
"1209","ENSMUSG00000088334","Gm22842"
"1210","ENSMUSG00000050668","Gpatch11"
"1211","ENSMUSG00000075609","Gm7935"
"1212","ENSMUSG00000050121","Opalin"
"1213","ENSMUSG00000092845","Gm24328"
"1214","ENSMUSG00000022122","Ednrb"
"1215","ENSMUSG00000077224","Gm23437"
"1216","ENSMUSG00000095347","Gm26095"
"1217","ENSMUSG00000096835","Gm23288"
"1218","ENSMUSG00000024842","Cabp4"
"1219","ENSMUSG00000038760","Trhr"
"1220","ENSMUSG00000077460","Gm26419"
"1221","ENSMUSG00000094702","Gm24485"
"1222","ENSMUSG00000049233","Apoo-ps"
"1223","ENSMUSG00000023915","Tnfrsf21"
"1224","ENSMUSG00000045053","Kcng3"
"1225","ENSMUSG00000065817","Gm24698"
"1226","ENSMUSG00000064515","n-R5s162"
"1227","ENSMUSG00000094161","Gm21904"
"1228","ENSMUSG00000056481","Cd248"
"1229","ENSMUSG00000090408","Gm17402"
"1230","ENSMUSG00000065173","Gm22127"
"1231","ENSMUSG00000024589","Nedd4l"
"1232","ENSMUSG00000049740","5330417H12Rik"
"1233","ENSMUSG00000087858","Gm22795"
"1234","ENSMUSG00000074553","Eif1-ps1"
"1235","ENSMUSG00000088477","Gm23082"
"1236","ENSMUSG00000095562","Gm21887"
"1237","ENSMUSG00000034686","Prr7"
"1238","ENSMUSG00000077250","Gm26075"
"1239","ENSMUSG00000080401","Gm23653"
"1240","ENSMUSG00000040852","Plekhh2"
"1241","ENSMUSG00000000385","Tmprss2"
"1242","ENSMUSG00000089619","Gm23777"
